PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
86,10/3/21,15:09:36,1,4,"Dressler, Cade",10027961,Left,VCU_RAM,"O'Bryan, Scott",1000113020,Right,VCU_RAM,Undefined,3,Top,0,1,1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,88.59229,-4.319853,4.917842,2290.369699,150.106816,11:00,5.97477,-2.03872,6.66211,-14.7691,19.98391,-10.85847,0.76911,1.56743,81.45528,-7.163455,2.951374,0.424295,,,,,,,,,,,,7.00256,12.00418,1.71184,50,5.67686,-10.61615,-128.11308,-10.04951,11.70206,25.10564,-12.11367,VCU_RAM,VCU_RAM,TheDiamond,TeamExclusive,Team,20211003-TheDiamond-Private-2,7287d820-247d-11ec-8991-0d548696f4f1,88.8355,,,7.13701,,,,,,,643635ca-938a-427a-9baa-762d7f07aca5,10/3/21,19:09:36,2021-10-03T15:09:36.4980000-04:00,2021-10-03T19:09:36.4980000Z,,v3,471479,471479,,"Ericsson, Nic",1000075164,Right,VCU_RAM,5d39f1ad-3e8d-4ccb-a2d6-d7a8a8cbc417,53.83607,-128.86262,12.55282,5.97149,-9.68785,-6.05683,2.034,-10.96552,5.85103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
87,10/3/21,15:09:56,1,5,"Dressler, Cade",10027961,Left,VCU_RAM,"O'Bryan, Scott",1000113020,Right,VCU_RAM,Undefined,3,Top,0,2,1,Fastball,Four-Seam,FoulBall,Undefined,Undefined,Undefined,0,0,,88.67177,-2.920875,2.940382,2361.183424,147.058086,11:00,6.07093,-2.09199,6.58572,-16.40564,18.03473,-11.0193,2.02138,-0.31346,81.75398,-6.058342,0.939366,0.422382,91.67335,44.316676,37.68318,4156.055232,76.42978,91.69681,79.11053,333.88153,,54.889809,5.677856,6.59591,10.58367,1.89512,50,5.8635,-6.20978,-128.76943,-6.99561,11.15762,24.86872,-14.27075,VCU_RAM,VCU_RAM,TheDiamond,TeamExclusive,Team,20211003-TheDiamond-Private-2,7ddefb40-247d-11ec-8991-0d548696f4f1,89.23778,113.43312,,6.9178,,,,1.47702,1.95909,0.21424,643635ca-938a-427a-9baa-762d7f07aca5,10/3/21,19:09:56,2021-10-03T15:09:55.5130000-04:00,2021-10-03T19:09:55.5130000Z,FlyBall,v3,471479,471479,,"Ericsson, Nic",1000075164,Right,VCU_RAM,11747bb2-cf8c-470c-ba06-5df1f1017569,53.91417,-129.52315,12.43436,6.06897,-6.5631,-7.13538,2.08845,-6.54794,5.57881,219.403946,1.45723,76.34038,-23.75868,6.61311,-0.70944,-0.34479,0.15357,-0.02297,0.00121,1.91757,94.6991,-26.9239,6.42711,-3.26633,1.15936,-0.22902,0.02308,-0.00094,0.19467,59.18958,-2.36943,1.05487,-1.21716,0.57851,-0.13406,0.01522,-0.00068,,,,,,,,,,,,,,,,,,,,,,,High,Medium,Medium,High,Low,,,
88,10/3/21,15:10:19,1,6,"Dressler, Cade",10027961,Left,VCU_RAM,"O'Bryan, Scott",1000113020,Right,VCU_RAM,Undefined,3,Top,0,2,2,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,90.39735,-3.710497,2.220287,2306.26345,150.886725,11:00,5.93414,-2.06779,6.40691,-17.82694,15.86737,-8.22327,1.02949,-0.71053,82.72923,-7.096324,0.730326,0.417782,,,,,,,,,,,,4.89008,9.65528,1.91221,50,5.65971,-4.74737,-131.05348,-8.99478,8.49386,28.02244,-15.40327,VCU_RAM,VCU_RAM,TheDiamond,TeamExclusive,Team,20211003-TheDiamond-Private-2,8c1d11b0-247d-11ec-8991-0d548696f4f1,90.22035,,,7.66811,,,,,,,643635ca-938a-427a-9baa-762d7f07aca5,10/3/21,19:10:19,2021-10-03T15:10:19.3970000-04:00,2021-10-03T19:10:19.3970000Z,,v3,471479,471479,,"Ericsson, Nic",1000075164,Right,VCU_RAM,1df943cb-4f11-4df2-9e86-8a2ee6ba4ff6,54.08941,-131.925,14.01122,5.93201,-8.51573,-7.70163,2.06397,-5.01154,4.24693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,Medium,Medium,,,,,
89,10/3/21,15:10:47,1,7,"Dressler, Cade",10027961,Left,VCU_RAM,"O'Bryan, Scott",1000113020,Right,VCU_RAM,Undefined,3,Top,0,3,2,Fastball,Four-Seam,BallCalled,Walk,Undefined,Undefined,0,0,,87.49205,-2.986845,2.776859,2256.064926,148.554667,11:00,5.9213,-2.20724,6.52513,-20.06631,15.55828,-8.83398,1.50323,-0.39387,80.41263,-6.790524,1.173739,0.429582,,,,,,,,,,,,5.36036,9.3052,2.01754,50,5.70441,-5.82093,-126.96258,-7.1705,8.77779,25.20717,-16.93641,VCU_RAM,VCU_RAM,TheDiamond,TeamExclusive,Team,20211003-TheDiamond-Private-2,9d836a30-247d-11ec-8991-0d548696f4f1,87.74209,,,7.07942,,,,,,,643635ca-938a-427a-9baa-762d7f07aca5,10/3/21,19:10:47,2021-10-03T15:10:46.6070000-04:00,2021-10-03T19:10:46.6070000Z,,v3,471479,471479,,"Ericsson, Nic",1000075164,Right,VCU_RAM,e09e6d65-f6d3-4e6a-a3cf-36b02823c702,53.97211,-127.74876,12.60358,5.91982,-6.64226,-8.46821,2.20336,-6.0947,4.38889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
90,10/3/21,15:11:29,2,1,"Dressler, Cade",10027961,Left,VCU_RAM,"Barnett, Devan",1000069431,Left,VCU_RAM,Undefined,3,Top,0,0,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,88.88495,-0.766122,3.200378,2280.10362,161.486844,11:30,5.94663,-2.12244,6.61009,-18.79166,15.41418,-4.82666,3.67781,0.40971,81.8095,-4.347902,2.324424,0.420941,,,,,,,,,,,,3.34402,8.61221,1.90632,50,5.88628,-7.03592,-129.15036,-2.2249,5.69164,24.95548,-17.5158,VCU_RAM,VCU_RAM,TheDiamond,TeamExclusive,Team,20211003-TheDiamond-Private-2,b57be3b0-247d-11ec-8991-0d548696f4f1,89.54322,,,7.07545,,,,,,,643635ca-938a-427a-9baa-762d7f07aca5,10/3/21,19:11:29,2021-10-03T15:11:28.8190000-04:00,2021-10-03T19:11:28.8190000Z,,v3,471479,471479,,"Ericsson, Nic",1000075164,Right,VCU_RAM,005e12e5-a7ee-44a3-b849-87ca586b3b5c,53.88708,-129.89928,12.47774,5.94516,-1.69925,-8.7579,2.12003,-7.20672,2.84582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
91,10/3/21,15:11:47,2,2,"Dressler, Cade",10027961,Left,VCU_RAM,"Barnett, Devan",1000069431,Left,VCU_RAM,Undefined,3,Top,0,0,1,Curveball,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,75.83322,-0.787122,0.928063,2422.253909,301.944238,4:00,5.83773,-2.23076,5.79264,-51.9933,-3.17551,7.53981,0.77263,-0.73909,70.05104,-10.271703,2.283095,0.502876,,,,,,,,,,,,-3.59366,-0.9478,2.14984,50,5.74177,-2.05533,-110.18053,-3.13386,-4.40273,20.19146,-33.33525,VCU_RAM,VCU_RAM,TheDiamond,TeamExclusive,Team,20211003-TheDiamond-Private-2,c04ce6e0-247d-11ec-8991-0d548696f4f1,74.95381,,,5.78218,,,,,,,643635ca-938a-427a-9baa-762d7f07aca5,10/3/21,19:11:47,2021-10-03T15:11:47.0370000-04:00,2021-10-03T19:11:47.0370000Z,,v3,471479,471479,,"Ericsson, Nic",1000075164,Right,VCU_RAM,1c4e0ac3-a8d2-402a-a9a4-04cee8595f49,54.70709,-111.03979,10.09573,5.84494,-1.71526,-16.66763,2.23331,-1.86797,-2.20136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
92,10/3/21,15:12:08,2,3,"Dressler, Cade",10027961,Left,VCU_RAM,"Barnett, Devan",1000069431,Left,VCU_RAM,Undefined,3,Top,0,1,1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,88.0094,-2.387997,4.356361,2295.02421,145.813047,10:45,5.90032,-2.12782,6.47905,-20.3132,15.13765,-9.50855,2.00722,1.08762,80.55439,-6.243141,2.63765,0.428533,,,,,,,,,,,,6.1965,8.94024,1.825,50,5.72275,-9.35285,-127.53201,-5.88893,10.20503,26.23322,-17.4504,VCU_RAM,VCU_RAM,TheDiamond,TeamExclusive,Team,20211003-TheDiamond-Private-2,ccbccd00-247d-11ec-8991-0d548696f4f1,87.95681,,,7.45501,,,,,,,643635ca-938a-427a-9baa-762d7f07aca5,10/3/21,19:12:08,2021-10-03T15:12:07.8550000-04:00,2021-10-03T19:12:07.8550000Z,,v3,471479,471479,,"Ericsson, Nic",1000075164,Right,VCU_RAM,8038f706-389a-407b-8ef9-05875d10aee7,54.01887,-128.35602,13.11661,5.89912,-5.34079,-8.7252,2.12382,-9.6734,5.10251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.57931,,0.884326,,0.71306,1.9298,-1.1199,-2.23441,5.54287,-0.07628,,,,-2.15142,110.75508,-9.62711,5.55765,7.49957,-11.82624,-0.11996,-6.78258,3.78132,High,High,High,,,High,High,High
93,10/3/21,15:12:47,2,4,"Dressler, Cade",10027961,Left,VCU_RAM,"Barnett, Devan",1000069431,Left,VCU_RAM,Undefined,3,Top,0,2,1,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,88.20571,-2.532387,3.99409,2261.795127,155.637745,11:15,5.8241,-2.26325,6.6504,-17.8621,17.22091,-7.28185,2.01073,0.79136,80.62795,-5.957168,2.673049,0.426304,,,,,,,,,,,,4.96544,10.13816,1.9967,50,5.6456,-8.65583,-127.87195,-6.11382,8.20899,26.74024,-15.41342,VCU_RAM,VCU_RAM,TheDiamond,TeamExclusive,Team,20211003-TheDiamond-Private-2,e43c45f0-247d-11ec-8991-0d548696f4f1,88.41673,,,7.57776,,,,,,,643635ca-938a-427a-9baa-762d7f07aca5,10/3/21,19:12:47,2021-10-03T15:12:47.3090000-04:00,2021-10-03T19:12:47.3090000Z,,v3,471479,471479,,"Ericsson, Nic",1000075164,Right,VCU_RAM,acdf277d-4e54-4a25-b40e-f0ee7a16a602,53.84704,-128.67392,13.37012,5.82203,-5.65156,-7.70671,2.25999,-8.90202,4.10449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
94,10/3/21,15:13:07,2,5,"Dressler, Cade",10027961,Left,VCU_RAM,"Barnett, Devan",1000069431,Left,VCU_RAM,Undefined,3,Top,0,2,2,Fastball,Four-Seam,FoulBall,Undefined,Undefined,Undefined,0,0,,87.34436,-0.62034,2.4654,2253.11554,158.413589,11:15,5.91442,-2.13573,6.48945,-18.97729,16.89761,-6.2289,3.76293,-0.39008,79.65109,-4.258469,1.336264,0.431089,,,,,,,,,,,,3.93752,9.3563,1.96519,50,5.86221,-5.21893,-126.85734,-1.86347,6.40288,26.46172,-16.95951,VCU_RAM,VCU_RAM,TheDiamond,TeamExclusive,Team,20211003-TheDiamond-Private-2,efb5be20-247d-11ec-8991-0d548696f4f1,87.43546,,,7.69328,,,,,,,643635ca-938a-427a-9baa-762d7f07aca5,10/3/21,19:13:07,2021-10-03T15:13:06.5210000-04:00,2021-10-03T19:13:06.5210000Z,,v3,471479,471479,,"Ericsson, Nic",1000075164,Right,VCU_RAM,cfd0318f-8bb0-4cca-ab75-d171f98123b8,54.0063,-127.6903,13.23086,5.91247,-1.32962,-8.47975,2.13264,-5.42048,3.20144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
95,10/3/21,15:13:29,2,6,"Dressler, Cade",10027961,Left,VCU_RAM,"Barnett, Devan",1000069431,Left,VCU_RAM,Undefined,3,Top,0,2,2,Curveball,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,76.21602,-0.25435,1.465061,2330.38174,314.24754,4:30,5.847,-2.0888,5.89882,-51.72278,-3.22709,4.98449,1.30057,-0.31304,69.79248,-9.743453,2.361905,0.501214,,,,,,,,,,,,-2.09709,-1.06906,1.96815,50,5.79722,-3.01054,-110.64858,-2.09131,-2.57156,21.74735,-33.485,VCU_RAM,VCU_RAM,TheDiamond,TeamExclusive,Team,20211003-TheDiamond-Private-2,fd61a6b0-247d-11ec-8991-0d548696f4f1,75.20233,,,6.42354,,,,,,,643635ca-938a-427a-9baa-762d7f07aca5,10/3/21,19:13:29,2021-10-03T15:13:29.4840000-04:00,2021-10-03T19:13:29.4840000Z,,v3,471479,471479,,"Ericsson, Nic",1000075164,Right,VCU_RAM,d0608c19-80e2-48ad-8cac-87273a6ec309,54.59934,-111.54889,10.87367,5.8551,-0.70508,-16.7425,2.09058,-2.90408,-1.28578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
96,10/3/21,15:13:56,2,7,"Dressler, Cade",10027961,Left,VCU_RAM,"Barnett, Devan",1000069431,Left,VCU_RAM,Undefined,3,Top,0,3,2,Fastball,Four-Seam,BallCalled,Walk,Undefined,Undefined,0,0,,87.99005,-2.12048,2.670768,2267.462122,149.025313,11:00,5.89213,-2.29183,6.71611,-18.44702,16.71536,-9.33233,2.4136,-0.62645,80.19174,-5.668052,0.971292,0.426786,,,,,,,,,,,,5.65422,9.77469,2.11793,50,5.74397,-5.59945,-127.71942,-5.18402,9.29919,27.36724,-16.0982,VCU_RAM,VCU_RAM,TheDiamond,TeamExclusive,Team,20211003-TheDiamond-Private-2,0d7e8f40-247e-11ec-8991-0d548696f4f1,88.31691,,,7.79831,,,,,,,643635ca-938a-427a-9baa-762d7f07aca5,10/3/21,19:13:56,2021-10-03T15:13:56.4710000-04:00,2021-10-03T19:13:56.4710000Z,,v3,471479,471479,,"Ericsson, Nic",1000075164,Right,VCU_RAM,f03ab420-2dd0-4b56-95c8-c63f2258cc9e,53.77933,-128.52669,13.68362,5.88989,-4.70916,-8.0491,2.28714,-5.87375,4.64959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
97,10/3/21,15:14:11,3,1,"Dressler, Cade",10027961,Left,VCU_RAM,"Selden, Jacob",1000113016,Left,VCU_RAM,Undefined,3,Top,0,0,0,Curveball,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,77.92542,-1.457796,2.637288,2418.911228,317.946208,4:30,5.7757,-2.12851,5.75224,-53.70574,-7.20024,7.80973,-0.05857,0.9791,72.06364,-11.19373,4.038459,0.490822,,,,,,,,,,,,-3.24673,-2.91902,1.90459,50,5.62141,-5.49142,-113.0922,-4.60745,-4.17832,21.83987,-35.93061,VCU_RAM,VCU_RAM,TheDiamond,TeamExclusive,Team,20211003-TheDiamond-Private-2,15fa57d0-247e-11ec-8991-0d548696f4f1,76.79459,,,5.86178,,,,,,,643635ca-938a-427a-9baa-762d7f07aca5,10/3/21,19:14:11,2021-10-03T15:14:10.7050000-04:00,2021-10-03T19:14:10.7050000Z,,v3,471479,471479,,"Ericsson, Nic",1000075164,Right,VCU_RAM,e668cd7f-e407-410b-9dd0-f492b3d265c5,54.74903,-114.00562,10.91993,5.78269,-3.1047,-17.96531,2.13061,-5.31667,-2.08916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
98,10/3/21,15:14:36,3,2,"Dressler, Cade",10027961,Left,VCU_RAM,"Selden, Jacob",1000113016,Left,VCU_RAM,Undefined,3,Top,0,1,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,86.36999,-3.264052,3.439474,2268.536853,146.214895,10:45,5.89488,-2.27327,6.51828,-19.48454,17.25973,-10.74796,1.26764,-0.00931,79.10921,-6.973516,1.49128,0.436281,,,,,,,,,,,,6.59323,10.32764,2.03789,50,5.65836,-7.12281,-125.19727,-7.65504,10.46051,25.37041,-15.78868,VCU_RAM,VCU_RAM,TheDiamond,TeamExclusive,Team,20211003-TheDiamond-Private-2,251d7710-247e-11ec-8991-0d548696f4f1,86.39489,,,7.26078,,,,,,,643635ca-938a-427a-9baa-762d7f07aca5,10/3/21,19:14:36,2021-10-03T15:14:36.1500000-04:00,2021-10-03T19:14:36.1500000Z,,v3,471479,471479,,"Ericsson, Nic",1000075164,Right,VCU_RAM,e8ccfe53-d0f9-4599-91af-e3e9c68e1509,53.97935,-126.00108,12.6852,5.89297,-7.15481,-7.89434,2.26882,-7.45423,5.23026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
99,10/3/21,15:14:53,3,3,"Dressler, Cade",10027961,Left,VCU_RAM,"Selden, Jacob",1000113016,Left,VCU_RAM,Undefined,3,Top,0,2,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,87.3232,-1.749529,2.76039,2318.064246,151.100138,11:00,5.93943,-2.15147,6.62003,-17.54584,18.03552,-9.34552,2.87278,-0.40046,80.05824,-5.119409,1.062184,0.429322,,,,,,,,,,,,5.63248,10.28882,1.96739,50,5.81289,-5.76116,-126.83945,-4.30587,9.20198,25.25294,-15.36485,VCU_RAM,VCU_RAM,TheDiamond,TeamExclusive,Team,20211003-TheDiamond-Private-2,2f102830-247e-11ec-8991-0d548696f4f1,87.79533,,,7.26495,,,,,,,643635ca-938a-427a-9baa-762d7f07aca5,10/3/21,19:14:53,2021-10-03T15:14:52.8360000-04:00,2021-10-03T19:14:52.8360000Z,,v3,471479,471479,,"Ericsson, Nic",1000075164,Right,VCU_RAM,de192cbf-afc8-43b4-8dc4-07aafd504a00,53.87683,-127.60897,12.62647,5.93696,-3.83767,-7.68242,2.14722,-6.04157,4.60099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
100,10/3/21,15:15:08,3,4,"Dressler, Cade",10027961,Left,VCU_RAM,"Selden, Jacob",1000113016,Left,VCU_RAM,Undefined,3,Top,0,3,1,Fastball,Four-Seam,FoulBall,Undefined,Undefined,Undefined,0,0,,88.54511,-3.245754,4.767118,2385.680088,161.176473,11:15,5.89409,-2.16556,6.72138,-18.32655,16.44946,-5.22721,1.38681,1.76601,81.15746,-6.742,3.819411,0.424435,,,,,,,,,,,,4.09551,9.94693,1.85181,50,5.67126,-10.49845,-128.18973,-7.75548,6.81532,26.48172,-15.62142,VCU_RAM,VCU_RAM,TheDiamond,TeamExclusive,Team,20211003-TheDiamond-Private-2,38667240-247e-11ec-8991-0d548696f4f1,88.80615,,,7.38764,,,,,,,643635ca-938a-427a-9baa-762d7f07aca5,10/3/21,19:15:08,2021-10-03T15:15:08.4880000-04:00,2021-10-03T19:15:08.4880000Z,,v3,471479,471479,,"Ericsson, Nic",1000075164,Right,VCU_RAM,fce96852-a833-4cf2-b4b1-965634bffe5d,53.77661,-128.96754,13.24086,5.89232,-7.29665,-7.81071,2.16311,-10.69863,3.40766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
101,10/3/21,15:15:25,3,5,"Dressler, Cade",10027961,Left,VCU_RAM,"Selden, Jacob",1000113016,Left,VCU_RAM,Undefined,3,Top,0,3,1,Fastball,Four-Seam,FoulBall,Undefined,Undefined,Undefined,0,0,,86.97138,-1.763859,2.596477,2316.867744,160.916955,11:15,5.88664,-2.17113,6.75232,-17.23631,18.66891,-6.04933,2.83692,-0.30187,79.27151,-5.099514,1.494434,0.431271,83.4136,43.920016,-43.786548,4649.651367,71.41803,87.51125,-83.66257,259.91921,,-58.365317,4.924638,3.97122,10.76182,2.00303,50,5.76395,-5.51057,-126.32001,-4.29353,6.38555,26.89714,-14.8696,VCU_RAM,VCU_RAM,TheDiamond,TeamExclusive,Team,20211003-TheDiamond-Private-2,42792e80-247e-11ec-8991-0d548696f4f1,87.3985,93.08764,,7.69987,,,,0.72949,2.79657,0.31699,643635ca-938a-427a-9baa-762d7f07aca5,10/3/21,19:15:25,2021-10-03T15:15:25.2830000-04:00,2021-10-03T19:15:25.2830000Z,FlyBall,v3,471479,471479,,"Ericsson, Nic",1000075164,Right,VCU_RAM,e9260341-577b-4214-808a-b47988b0e7c9,53.74539,-127.11501,13.44857,5.88436,-3.85403,-7.4348,2.16869,-5.69931,3.19278,,0.73436,63.49909,-19.09485,4.52727,-0.32562,-0.22004,0.08472,-0.01222,0.00065,2.79025,84.98344,-23.68206,2.36259,-0.46042,0.06908,0.00371,-0.00271,0.00023,0.31228,-60.86468,11.15838,-3.36077,0.29774,0.17702,-0.07231,0.0107,-0.00057,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,Low,,,
102,10/3/21,15:15:57,3,6,"Dressler, Cade",10027961,Left,VCU_RAM,"Selden, Jacob",1000113016,Left,VCU_RAM,Undefined,3,Top,0,3,2,Fastball,Four-Seam,FoulBall,Undefined,Undefined,Undefined,0,0,,87.00124,-2.931559,4.185754,2369.639389,155.972396,11:15,5.84131,-2.14302,6.88493,-17.9545,17.99788,-7.47552,1.66457,1.05461,79.1842,-6.399153,2.823984,0.431554,61.34301,46.571148,-134.558876,4254.660286,-90.71008,39.28996,-62.2226,143.34652,,-147.997004,3.246305,5.23166,10.8189,1.88031,50,5.64855,-8.95884,-126.04916,-6.88004,8.35626,27.34925,-14.8936,VCU_RAM,VCU_RAM,TheDiamond,TeamExclusive,Team,20211003-TheDiamond-Private-2,5558e090-247e-11ec-8991-0d548696f4f1,87.34121,47.8121,,7.81704,,,,0.99332,1.61542,-1.14051,643635ca-938a-427a-9baa-762d7f07aca5,10/3/21,19:15:57,2021-10-03T15:15:57.1120000-04:00,2021-10-03T19:15:57.1120000Z,Popup,v3,471479,471479,,"Ericsson, Nic",1000075164,Right,VCU_RAM,e67621dc-35e7-49fb-ac0a-816de7b6a6d5,53.61225,-126.8305,13.67462,5.83903,-6.45454,-7.4468,2.13967,-9.19756,4.17813,,0.99421,-43.43367,-1.48651,1.52708,0.31942,-0.65966,0.31917,-0.06647,0.00512,1.61565,65.33189,-27.10749,3.54499,-0.71153,0.18123,-0.07511,0.02058,-0.0021,-1.14171,-44.02866,11.28402,-2.27492,0.00215,0.21978,-0.0463,-0.00373,0.00129,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,
103,10/3/21,15:16:15,3,7,"Dressler, Cade",10027961,Left,VCU_RAM,"Selden, Jacob",1000113016,Left,VCU_RAM,Undefined,3,Top,0,3,2,Curveball,Curveball,BallCalled,Walk,Undefined,Undefined,0,0,,75.4939,-0.863906,2.160136,2285.691747,296.995019,4:00,5.76094,-2.2169,5.87613,-53.69204,-4.82225,12.2356,0.48363,0.80989,70.31129,-10.624742,4.35968,0.503143,,,,,,,,,,,,-5.73237,-1.8648,2.03502,50,5.65968,-4.56165,-109.72814,-3.295,-7.00473,19.00429,-34.45278,VCU_RAM,VCU_RAM,TheDiamond,TeamExclusive,Team,20211003-TheDiamond-Private-2,6002fad0-247e-11ec-8991-0d548696f4f1,74.91391,,,5.18261,,,,,,,643635ca-938a-427a-9baa-762d7f07aca5,10/3/21,19:16:15,2021-10-03T15:16:14.9160000-04:00,2021-10-03T19:16:14.9160000Z,,v3,471479,471479,,"Ericsson, Nic",1000075164,Right,VCU_RAM,a9b187be-3104-456c-a26d-8370ec579e3b,54.62562,-110.52637,9.50215,5.76768,-1.8479,-17.22639,2.22045,-4.26743,-3.50237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
